项目,文件名,日期,原文件名,大小,描述,置信度,时长秒,分辨率,帧率,有无音轨,重复于,可用起点秒,可用终点秒,功能位,画质等级,画面元素,镜头特征,工序阶段,脱敏风险,缩略图路径,标注执行者,标注日期,复核状态
化工群,化工_现场施工_260717_010.jpg,260717,20d43dfa902f64761ab9855c49508a5e.jpg,742523,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_008.jpg,260613,20e28ccc68d9ee83ea9f77f970405148.jpg,518452,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_005.jpg,260703,2180a259b574a18c113c66f57f43d966.jpg,442660,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260719_001.jpg,260719,218b50ac64bf7b9187ad9d458dac7136.jpg,626663,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_009.jpg,260613,227b542bd9c57f089cf2ee02a592d0b6.jpg,550874,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_002.jpg,260601,22c4488855cc4d16f08b538a6cc95f7b.jpg,6631130,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_007.jpg,260716,22d4458c18486841aae880cfb72746f5.jpg,1201670,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵沟槽_260627_002.jpg,260627,22ee3527991c3bc1cae7cecbaf10888d.jpg,515392,氯化铵沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_006.jpg,260703,23224198c273ea38838d7d8734cf0e12.jpg,244888,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260803_006.jpg,260803,239591010aae700c3fb8caf98bd88c27.jpg,518600,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260707_003.jpg,260707,23ff33f376c7ec056c571ba6b153591c.jpg,446020,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260612_006.jpg,260612,24b7e5e68bb4cd47f6fd2c96b75107a6.jpg,164901,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_008.jpg,260716,24c1b7069bffa39ef9acccf1e7ca8ecb.jpg,443239,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱2号_260628_001.jpg,260628,2551412205217be6b60b06c9448782ac.jpg,522335,纯碱2号,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_004.jpg,260530,2589f21c5cb017bc6baa4cbe747ccc3c.jpg,685406,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_002.jpg,260808,2599d16357e88371cd4766ad72f14276.jpg,512865,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_002.jpg,260714,262cc7e9f13be0e140cd7e23cba21465.jpg,450712,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260612_007.jpg,260612,267c14373a8b62f7102cd3dcf8f3a171.jpg,323286,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_002.jpg,260615,26e8969132126f3e797bb658b9499bbc.jpg,206778,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_001.jpg,260608,27963b85df8cd818950f825e0bbaba54.jpg,418040,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260531_003.jpg,260531,27afa8742a01a28bf8f37acc1fc85f18.jpg,639039,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_003.jpg,260715,27ccb3e39f56ac45f3d0b88496e96e4b.jpg,1350459,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵1号池子_260626_001.jpg,260626,27df700f947b806ffb43478d02644338.jpg,524685,氯化铵1号池子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_004.jpg,260618,282b134a0456cc0f42001758a340bf13.jpg,463380,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_005.jpg,260618,283e074dec613c0393651beebd71b369.jpg,191804,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_003.jpg,260714,28bbef270a8d9b8427b982dfdbb12e7e.jpg,421657,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260805_001.jpg,260805,28d10cd75296f35f5c278d4721ed9813.jpg,422305,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260625_005.jpg,260625,28f97d84a9006240d1a83bf57a82c608.jpg,367854,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵应急污水池沟槽_260715_001.jpg,260715,2936985fa5819994dbfba89f6062207d.jpg,543481,氯化铵应急污水池沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_004.jpg,260714,29588f762c1aaaacd54a0515b1cfff3c.jpg,533905,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_新增8#、10#_260805_001.jpg,260805,296d8858735688dd249568bb7d393e06.jpg,476805,新增8#、10#,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_纯碱_260803_001.jpg,260803,297d56543c477c7fb797a02fad82f6fa.jpg,574143,纯碱,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_纯碱2356盖板_260808_001.jpg,260808,2993e005bfd8543256b7d357a8ce3d79.jpg,506470,纯碱2356盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260814_001.jpg,260814,29e50f119e9f7c3ee4c407ce9bea5859.jpg,439878,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵新增检查井盖板验收_260818_001.jpg,260818,2a05a0413071d3d942ac932b664dd94a.jpg,432214,氯化铵新增检查井盖板验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260610_003.jpg,260610,2a2b985896530eb34820896bd86c5405.jpg,406509,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_002.jpg,260628,2a53fbedb2b63116066ddbef559c9fe4.jpg,5977175,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_009.jpg,260716,2a9d3f1448b0be1ace3a3d516e18842a.jpg,443314,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵4# 9#污水池_260714_001.jpg,260714,2b0276cabdee3c096fd42d5eca505e4c.jpg,373823,氯化铵4# 9#污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_010.jpg,260613,2b2d3ddcf7587ed9578a5e87782034dc.jpg,485210,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260706_003.jpg,260706,2b5cff3a78dc4ae09e64a679838b7f77.jpg,677626,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260620_003.jpg,260620,2b77a75a6cf1915ea9568e3395a385c0.jpg,352127,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260612_008.jpg,260612,2b9e57fa92edcccccb9116d4cba291c2.jpg,382430,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱6#_260715_002.jpg,260715,2ba7ef92f38eaef9064d0b562b5892eb.jpg,453303,纯碱6#,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260723_003.jpg,260723,2bb9ea63789211e7d77eaeb052793c0b.jpg,603837,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_004.jpg,260611,2c0815c9e401c6c39ab3d950bd6e4073.jpg,527761,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260817_001.jpg,260817,2c5c18bfd4d577e7d50f66c8defa99f3.jpg,140865,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_011.jpg,260717,2c7fe4b33e39da6924971198709f980e.jpg,1180598,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260723_004.jpg,260723,2d4a018f0e24b0a3e841fd38e38c5e65.jpg,177795,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260528_002.jpg,260528,2d7a72e14892aaf0d4d293f5592eaaac.jpg,5963150,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260701_002.jpg,260701,2d968c80efb31d65a887ed335827d580.jpg,387398,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_005.jpg,260611,2de56f79f60c1fcf0f11bfcb33f01ed7.jpg,374675,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260630_002.jpg,260630,2dedbfdbcbc62da8deae31341c287620.jpg,554168,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱3#_260715_002.jpg,260715,2e03882a263f199564c39fea52e44651.jpg,455022,纯碱3#,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵应急污水池_260714_001.jpg,260714,2ea9ebb5f44cd1ca805e9c79298b1055.jpg,297829,氯化铵应急污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_007.jpg,260703,2ed89b6f3d89e7e6e04ce298880f103e.jpg,373281,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱新增6789检查井_260726_002.jpg,260726,2eedff01cb9893ad7aeceabb9ec02098.jpg,362044,纯碱新增6789检查井,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵污水池_260715_001.jpg,260715,2f1d85fa4d928b63c8254604f62152ca.jpg,471094,氯化铵污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260724_002.jpg,260724,2f277f66909b171122818c93e1e090f5.jpg,390515,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_003.jpg,260617,2f8ffeb816de28148c3b32528746ac9c.jpg,4669279,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_004.jpg,260715,2fb065e8b69d582dee923af635fdf13c.jpg,1305984,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260802_001.jpg,260802,2fef8fed927732c050d83216038158ba.jpg,482940,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_010.jpg,260716,305657579d7cdbe4a765122050552789.jpg,666581,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_008.jpg,260703,308d4c389364d408d4ff23a6454c9962.jpg,345938,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260625_006.jpg,260625,30b26483dccbac34cae41e6219be288c.jpg,498446,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260704_002.jpg,260704,3107fd24b8826f38819458da67c4c0d1.jpg,444543,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_005.jpg,260714,31499634cb27c80e871b09370db669d6.jpg,599475,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260609_002.jpg,260609,31560d772f0bb93e49c2790c7861f215.jpg,558513,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260803_007.jpg,260803,3159d3208c9b3d0410fa33f13594dbdb.jpg,362146,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_006.jpg,260618,3194a81fa1bb6c2be8cab460ba75863c.jpg,383701,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_004.jpg,260617,31b6c5f0f01f65de315ff915155b78bd.jpg,559527,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260720_001.jpg,260720,31dc53a4ce960f87eda51398c62efe64.jpg,514940,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵新增检查井盖板验收_260818_002.jpg,260818,31ee51af8e53876a57e298e4f038d8f0.jpg,395116,氯化铵新增检查井盖板验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_012.jpg,260717,320ba2336b2899205a12814e3237e1f3.jpg,710921,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_013.jpg,260717,32212f7e288a1c3acbc726b7f02f95ec.jpg,760984,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260723_005.jpg,260723,32378eee8183c7ee8ac7a1862f96f355.jpg,941446,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260626_004.jpg,260626,331515e1a1d289e7ff78f9f075b72717.jpg,352221,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260610_004.jpg,260610,334ecbbccb707a94ab43c2a25c7c4a3c.jpg,715660,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_011.jpg,260716,3359dbaa264c8045eef03103ef192ebd.jpg,694001,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260614_007.jpg,260614,337a02aa7a41e0ba2cba9e4c93312703.jpg,471305,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260726_002.jpg,260726,338c35bbffe7abec7bf4b06a198a0498.jpg,651283,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260612_009.jpg,260612,3397a9303cef78efd44215ec633b34be.jpg,626109,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_002.jpg,260711,33b23e866edaec4f7f4d2975bd8aad07.jpg,463349,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_004.jpg,260708,33bac33c51ac56f7565f6c7b53255762.jpg,422069,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_011.jpg,260613,3486db866fb1fff85c0cb511a6bb88d0.jpg,251919,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_005.png,260617,35269d728753a0f44bbeaee8947471e4.png,15884,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱沟槽_260626_001.jpg,260626,352e1ec3cff63aa21061975eb4d1979d.jpg,204275,纯碱沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260701_003.jpg,260701,35cbfb0d1221ca54ff4f69ca712101b8.jpg,334835,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260609_003.jpg,260609,35ce1d939763380d55927fc8c03f8bab.jpg,341745,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_002.jpg,260608,3698862ebfb071cba1b04ec6d6fa828e.jpg,426229,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_003.jpg,260601,3698f6c06dafcf6de1472e2ffbc7e1d7.jpg,424259,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260705_004.jpg,260705,36c9bb774d3409e53eb7534b8c22e42a.jpg,525836,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_006.jpg,260611,36e6632ead5c1c6c0f42f80ad475b16e.jpg,575536,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱6号_260628_003.jpg,260628,36e666018f67ce27e0e84743d8c001f5.jpg,491937,纯碱6号,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260811_001.jpg,260811,3706b07b3a12de89d4d797d0f3fee6c1.jpg,591423,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260610_005.jpg,260610,374b50091cb0de6a4bcebda1825c0185.jpg,476284,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260724_003.jpg,260724,37de08f9c8ad6dc6ed48f09963cd0c5a.jpg,347069,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_003.jpg,260808,38567482319637b1796568969d59170b.jpg,403682,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260804_002.jpg,260804,38ae2d09e6b262b61784c5a290ef11da.jpg,604014,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260804_003.jpg,260804,38de820503c18d406aa1afd3342202d8.jpg,1530414,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260604_002.jpg,260604,38ebe3ec86d989a6696234d2bb9ba929.jpg,443022,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_014.jpg,260717,38fd97033492e3f7cc3adffe7ee3939f.jpg,820244,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_004.jpg,260601,3944cdf855bf2d5d784f49cd54673d15.jpg,3034352,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_012.jpg,260716,39489085b38d37c47806d90a1c59ca19.jpg,1091910,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱沟槽_260624_001.jpg,260624,396728e820d2495ea9892b045e598909.jpg,189271,纯碱沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260531_004.jpg,260531,3975e6f694ba60996a1215b898539233.jpg,761383,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_设备厂房托盘_260818_001.jpg,260818,3998cb49e3a139fd04577401ddc0eba3.jpg,437622,设备厂房托盘,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_纯碱236#污水池清淤_260715_002.jpg,260715,39b06dc9ce036259e24aa0d0bc50c33c.jpg,504340,纯碱236#污水池清淤,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_纯碱236#污水池清淤_260715_003.jpg,260715,39fc0620c2e9d05a8650ea0577e7d186.jpg,498975,纯碱236#污水池清淤,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260610_006.jpg,260610,3ae55dcc1e54f8220f178aae85c0ef76.jpg,1135347,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_005.jpg,260715,3b024c612a261e9612d744d31ba55429.jpg,1160073,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_006.jpg,260617,3b4e39147c4382bb7583f421ca448c46.jpg,497924,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_005.jpg,260601,3b83c29e5477ac53f0298b6511ac2716.jpg,530875,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_006.jpg,260714,3b92da8c7d60c12d1c2e1d2b9abdb968.jpg,697662,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260725_002.jpg,260725,3b93a8d335f614232ba65eef637ffb8c.jpg,1351795,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_005.jpg,260530,3c04d466b04f3b16fffb493618c19f0a.jpg,785733,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260622_004.jpg,260622,3c51ee05765f4ff30b6e6a517af38e90.jpg,540092,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
